Date,vix,spx,vxx,vix_vol,vix_futures_f1,vix_futures_f2,term_structure,spx_ma50,spx_trend,vix_change,vix_ma10,market_state,market_state_smooth,ts_signal,vix_futures_vol,ts_position_size,ts_position,ts_returns,ts_signal_change,ts_returns_trade_cost,ts_returns_short_cost,ts_returns_net,etf_signal,hedge_ratio,etf_position,etf_returns,etf_signal_change,etf_returns_trade_cost,etf_returns_short_cost,etf_returns_net,ts_weight,etf_weight,ts_target_weight,etf_target_weight,dynamic_returns,equal_weight_returns
2017-09-08,12.119999885559082,2461.429931640625,,1.4298101049930516,12.607383273519666,13.345764269267418,0.9446730077910866,2454.89521484375,0,4.935062211353536,11.376999950408935,2,2,1.0,1.7138518293799678,0.5,0.5,0.042971014028044596,0.0,0.0,0,0.042971014028044596,-1.0,0.5847999954223633,-0.5847999954223633,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-11,10.729999542236328,2488.110107421875,,1.2356613609460363,10.815808098947851,11.1823903028707,0.9672179029711796,2456.26341796875,0,-11.468649805673117,11.32199993133545,2,2,1.0,1.7794686709628478,0.5,0.5,-0.071052617966125,0.0,0.0,0,-0.071052617966125,-1.0,0.5291999816894531,-0.5291999816894531,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-12,10.579999923706056,2496.47998046875,,1.270447414070875,10.74524102602478,10.477477345729378,1.0255561211406046,2457.7248193359374,0,-1.3979461782811065,11.247999954223634,3,2,1.0,1.607041502926236,0.5,0.5,-0.0032622191646473064,0.0,0.0,0,-0.0032622191646473064,-1.0,0.5231999969482423,-0.5231999969482423,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-13,10.5,2498.3701171875,,1.3066787108164857,10.271669451575889,10.244663596611066,1.002636089971149,2459.112021484375,0,-0.756142951634653,11.127999973297118,3,2,1.0,1.6105952479552332,0.5,0.5,-0.02203634024131751,0.0,0.0,0,-0.02203634024131751,-1.0,0.52,-0.52,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-14,10.4399995803833,2495.6201171875,,1.34206786107951,10.456382978308683,10.71432074200012,0.9759258874265058,2460.373623046875,0,-0.5714325677780852,11.049999904632568,2,2,1.0,1.610801191904596,0.5,0.5,0.00899140726848724,0.0,0.0,0,0.00899140726848724,-1.0,0.5175999832153321,-0.5175999832153321,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-15,10.170000076293944,2500.22998046875,,1.0450448027722754,9.98565776967108,10.37822719771088,0.9621737488916808,2462.18322265625,0,-2.586202250397429,11.007999897003174,2,2,1.0,1.3141867168330925,0.5,0.5,-0.022508988510372197,0.0,0.0,0,-0.022508988510372197,-1.0,0.5068000030517578,-0.5068000030517578,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-18,10.149999618530272,2503.8701171875,,0.8550998084370177,10.154563011115092,10.442223354778577,0.9724521939542842,2463.757026367188,0,-0.1966613334673628,11.009999847412107,2,2,1.0,1.3181576567673685,0.5,0.5,0.008457391858402108,0.0,0.0,0,0.008457391858402108,-1.0,0.5059999847412109,-0.5059999847412109,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-19,10.18000030517578,2506.64990234375,,0.7584393066320662,11.197821188220912,11.899447060805638,0.9410371029007104,2465.34142578125,0,0.2955732785520304,10.804999923706054,2,2,1.0,1.2942948007184476,0.5,0.5,0.051368935126202775,0.0,0.0,0,0.051368935126202775,-1.0,0.5072000122070311,-0.5072000122070311,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-20,9.779999732971191,2508.239990234375,,0.8124355407819407,9.81630030190666,9.525458751752272,1.0305330753860948,2466.995625,0,-3.929278587557794,10.619999885559082,3,2,-1.0,1.360720177382377,0.5,-0.5,-0.0616870399648588,2.0,0.002,0,-0.0636870399648588,-1.0,0.4911999893188477,-0.4911999893188477,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-21,9.670000076293944,2500.60009765625,,0.8148554247094163,11.502691104897943,11.89084821899643,0.9673566505139324,2468.142626953125,0,-1.124740896529941,10.43199987411499,2,2,-1.0,1.4930690390372539,0.5,-0.5,-0.0858974741565175,0.0,0.0,0,-0.0858974741565175,-1.0,0.48680000305175775,-0.48680000305175775,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-22,9.59000015258789,2502.219970703125,,0.8035224528776455,10.35715909539894,10.122480100644763,1.0231839423165898,2469.230424804688,0,-0.8273001352106957,10.178999900817873,3,2,-1.0,1.533138797710305,0.5,-0.5,0.049794087272813314,0.0,0.0,0,0.049794087272813314,-1.0,0.4836000061035156,-0.4836000061035156,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-25,10.210000038146973,2496.659912109375,,0.8039603751534312,10.79191809808706,11.343589329674924,0.951367136489622,2469.97822265625,0,6.465066482733817,10.126999950408935,2,2,1.0,1.5358707998853072,0.5,0.5,-0.020988332740840887,2.0,0.002,0,-0.02298833274084089,-1.0,0.6084000015258789,-0.6084000015258789,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-26,10.170000076293944,2496.840087890625,,0.8002439956284864,10.232321182388642,10.5109532035277,0.9734912699406232,2470.7322265625,0,-0.3917723967049813,10.085999965667725,2,2,1.0,1.540525193213402,0.5,0.5,-0.025926666168714252,0.0,0.0,0,-0.025926666168714252,-1.0,0.5068000030517578,-0.5068000030517578,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-27,9.869999885559082,2507.0400390625,,0.7802865209952132,10.726654830985623,11.17433746752243,0.9599365387131032,2471.660825195313,0,-2.949854360710946,10.022999954223632,2,2,1.0,1.5523782221678877,0.5,0.5,0.024155499020486415,0.0,0.0,0,0.024155499020486415,-1.0,0.4947999954223633,-0.4947999954223633,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-28,9.550000190734863,2510.06005859375,,0.7968661702639195,9.784681268079233,9.81905681794468,0.9964990985893242,2472.385424804688,0,-3.242144868637886,9.934000015258787,2,2,1.0,1.4900600285074255,0.5,0.5,-0.04390807655082518,0.0,0.0,0,-0.04390807655082518,-1.0,0.48200000762939454,-0.48200000762939454,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-09-29,9.510000228881836,2519.360107421875,,0.8259386244306637,10.095505124760423,10.782209758000564,0.9363113268381194,2473.3036279296875,0,-0.4188477597292017,9.868000030517578,2,2,1.0,1.490145056488295,0.5,0.5,0.015883187615686523,0.0,0.0,0,0.015883187615686523,-1.0,0.4804000091552735,-0.4804000091552735,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-10-02,9.449999809265137,2529.1201171875,,0.8528428618311868,11.257542087936276,11.90778574979202,0.945393402642712,2474.435229492188,1,-0.6309192236870653,9.798000049591064,1,2,1.0,1.541466278600141,0.5,0.5,0.057552195200506584,0.0,0.0,0,0.057552195200506584,-1.0,0.47799999237060553,-0.47799999237060553,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-10-03,9.510000228881836,2534.580078125,,0.757923727647136,9.986470267575418,10.461127666506249,0.9546265551800353,2475.7286328125,1,0.6349250881240609,9.73100004196167,1,2,1.0,1.369718329741923,0.5,0.5,-0.05645423354548035,0.0,0.0,0,-0.05645423354548035,-1.0,0.4804000091552735,-0.4804000091552735,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-10-04,9.630000114440918,2537.739990234375,,0.6983634491570402,10.72313677186171,11.00597570095853,0.974301330769594,2476.940834960937,1,1.2618284192532636,9.716000080108644,1,1,1.0,1.3980390247441488,0.5,0.5,0.03688322723385751,0.0,0.0,0,0.03688322723385751,-1.0,0.4852000045776367,-0.4852000045776367,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-05,9.1899995803833,2552.070068359375,,0.6502873334054518,9.378911388801193,9.834235916053768,0.9537000605701064,2478.425634765625,1,-4.569060527816637,9.66800003051758,1,1,1.0,1.4530617386941658,0.5,0.5,-0.06267873905086535,0.0,0.0,0,-0.06267873905086535,-1.0,0.467599983215332,-0.467599983215332,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-06,9.649999618530272,2549.330078125,,0.4355670340101445,10.15000539235528,10.242437783729732,0.9909755476844307,2479.903837890625,1,5.005441340050498,9.673999977111816,1,1,1.0,1.449970504016734,0.5,0.5,0.041107862713939625,0.0,0.0,0,0.041107862713939625,-1.0,0.5859999847412108,-0.5859999847412108,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-09,10.329999923706056,2544.72998046875,,0.4048297121987153,11.698900245338509,12.306533950404877,0.9506251144704818,2481.356435546875,1,7.046635565352988,9.685999965667724,1,1,1.0,1.4625382206433348,0.5,0.5,0.0763001985274715,0.0,0.0,0,0.0763001985274715,-1.0,0.6131999969482422,-0.6131999969482422,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-10,10.079999923706056,2550.639892578125,,0.3754194044862409,10.262516398626868,11.065236158882852,0.9274557046293508,2482.963232421875,1,-2.420135545463864,9.676999950408936,1,1,1.0,1.5342404008331403,0.5,0.5,-0.061389695466630534,0.0,0.0,0,-0.061389695466630534,-1.0,0.5031999969482422,-0.5031999969482422,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-11,9.850000381469728,2555.239990234375,,0.3460437911323855,11.263724641394706,11.922819548630304,0.944719879006194,2484.5410302734376,1,-2.2817415077099112,9.675,1,1,1.0,1.559839850433168,0.5,0.5,0.048779860800115316,0.0,0.0,0,0.048779860800115316,-1.0,0.4940000152587891,-0.4940000152587891,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-12,9.90999984741211,2550.929931640625,,0.3175212607474479,10.768375822769242,10.872546356510096,0.9904189386437078,2486.0082275390623,1,0.6091316103424393,9.710999965667725,1,1,1.0,1.5706814761073051,0.5,0.5,-0.021988677564303838,0.0,0.0,0,-0.021988677564303838,-1.0,0.49639999389648437,-0.49639999389648437,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-13,9.609999656677246,2553.169921875,,0.3098637500422446,9.84826628589625,10.252139469655068,0.9606059608382984,2487.628427734375,1,-3.027247178144054,9.720999908447263,1,1,1.0,1.5945081534278025,0.5,0.5,-0.04272276302464584,0.0,0.0,0,-0.04272276302464584,-1.0,0.4843999862670899,-0.4843999862670899,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-16,9.90999984741211,2557.639892578125,,0.2998574709702136,10.730703724569263,10.664682373178747,1.006190653324712,2489.2446240234376,1,3.121750275260582,9.766999912261962,3,1,1.0,1.622890250280477,0.5,0.5,0.04480166422473553,0.0,0.0,0,0.04480166422473553,-1.0,0.49639999389648437,-0.49639999389648437,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-17,10.3100004196167,2559.360107421875,,0.310159615833757,11.28077762344923,11.79091804550541,0.9567344612109622,2490.8136279296878,1,4.036332778643237,9.84699993133545,1,1,1.0,1.5929254575946226,0.5,0.5,0.025630839924342785,0.0,0.0,0,0.025630839924342785,-1.0,0.512400016784668,-0.512400016784668,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-18,10.06999969482422,2561.260009765625,,0.3164320490059141,10.877404691191606,11.338907855786116,0.9592991520467282,2492.5404296875,1,-2.3278439866581846,9.89099988937378,1,1,1.0,1.5282163222447125,0.5,0.5,-0.01787877333115484,0.0,0.0,0,-0.01787877333115484,-1.0,0.5027999877929689,-0.5027999877929689,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-19,10.050000190734863,2562.10009765625,,0.3193888664946718,9.762387821252892,9.49431455403083,1.0282351364805216,2494.30203125,1,-0.1986048132616602,9.976999950408937,3,1,1.0,1.450093188001779,0.5,0.5,-0.05125381015021174,0.0,0.0,0,-0.05125381015021174,-1.0,0.5020000076293946,-0.5020000076293946,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-20,9.970000267028809,2575.2099609375,,0.3161158902581509,10.107931665764934,10.062634462564173,1.0045015252585472,2497.04203125,1,-0.79601912624645,10.009000015258788,3,1,1.0,1.410946352751043,0.5,0.5,0.017697711402111405,0.0,0.0,0,0.017697711402111405,-1.0,0.4988000106811523,-0.4988000106811523,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-23,11.06999969482422,2564.97998046875,,0.4126356315173213,11.392740392307257,11.649580935053342,0.9779528084162016,2499.515229492188,1,11.033093263128112,10.082999992370606,1,1,1.0,1.4734671566543378,0.5,0.5,0.06355448221389881,0.0,0.0,0,0.06355448221389881,-0.5,0.6427999877929688,-0.3213999938964844,,0.5,0.00075,2.9761904761904762e-05,,0.2,0.8,0.2,0.8,,
2017-10-24,11.15999984741211,2569.1298828125,,0.4990242982662365,11.56478314049148,11.821468710563977,0.978286490760398,2501.581025390625,1,0.8130095308852558,10.190999984741213,1,1,1.0,1.4571865476579269,0.5,0.5,0.0075505428132283114,0.0,0.0,0,0.0075505428132283114,-1.0,0.5463999938964844,-0.5463999938964844,,0.5,0.00075,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-25,11.229999542236328,2557.14990234375,,0.5764920544784127,11.97883561389985,11.975357601691204,1.000290430759926,2503.4318212890626,1,0.6272374173952322,10.328999900817871,3,1,1.0,1.4535151880388,0.5,0.5,0.017901436991008435,0.0,0.0,0,0.017901436991008435,-1.0,0.5491999816894532,-0.5491999816894532,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-26,11.300000190734863,2560.39990234375,,0.6341963223265886,11.823850681664748,12.295259820920348,0.9616592779557616,2505.2776171875,1,0.6233361651998282,10.467999935150146,1,1,1.0,1.4106682429895858,0.5,0.5,-0.006469115080570242,0.0,0.0,0,-0.006469115080570242,-1.0,0.5520000076293945,-0.5520000076293945,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-27,9.800000190734863,2581.070068359375,,0.6234741253444477,9.642328001843069,10.007039924580514,0.9635544651079492,2508.298818359375,1,-13.27433605912578,10.486999988555908,1,1,1.0,1.572661175854823,0.5,0.5,-0.09225094000910244,0.0,0.0,0,-0.09225094000910244,-1.0,0.49200000762939455,-0.49200000762939455,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-30,10.5,2572.830078125,,0.6095578446341141,11.16509892550298,11.441771153674514,0.9758191083831738,2511.2444189453126,1,7.142855057563491,10.546000003814695,1,1,1.0,1.6199724189908196,0.5,0.5,0.0789628253347554,0.0,0.0,0,0.0789628253347554,-1.0,0.62,-0.62,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-10-31,10.18000030517578,2575.260009765625,,0.5902630954230323,10.976293162558903,11.078844507388164,0.9907434981363924,2514.182216796875,1,-3.0476161411830405,10.532999992370604,1,1,1.0,1.5624256092379414,0.5,0.5,-0.008455176447779267,0.0,0.0,0,-0.008455176447779267,-1.0,0.5072000122070311,-0.5072000122070311,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-01,10.199999809265137,2579.360107421875,,0.5753742534802394,10.9698950427674,11.613604031975392,0.9445728485803644,2516.71921875,1,0.196458776913655,10.546000003814695,1,1,1.0,1.543987146631917,0.5,0.5,-0.00029145175410072444,0.0,0.0,0,-0.00029145175410072444,-1.0,0.5079999923706054,-0.5079999923706054,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-02,9.93000030517578,2579.85009765625,,0.5275611257155441,10.973890652694305,11.79972950620162,0.9300120521344766,2519.435419921875,1,-2.6470540111589225,10.534000015258789,1,1,1.0,1.4649279278163323,0.5,0.5,0.0001821170535966088,0.0,0.0,0,0.0001821170535966088,-1.0,0.49720001220703114,-0.49720001220703114,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-03,9.140000343322754,2587.840087890625,,0.5690619186317821,10.099961403431069,10.25789180038004,0.9846040102564624,2522.412822265625,1,-7.955689200142912,10.451000022888184,1,1,1.0,1.4746278586940287,0.5,0.5,-0.03981856922588661,0.0,0.0,0,-0.03981856922588661,-1.0,0.46560001373291016,-0.46560001373291016,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-06,9.399999618530272,2591.1298828125,,0.5977349145378935,10.159589677217978,10.280727292388072,0.9882170189204624,2525.3744189453123,1,2.8446309129240177,10.284000015258789,1,1,1.0,1.3663732591917304,0.5,0.5,0.0029519060224652005,0.0,0.0,0,0.0029519060224652005,-1.0,0.47599998474121086,-0.47599998474121086,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-07,9.890000343322754,2590.639892578125,,0.6009675674405983,10.360417470427294,10.818592294163713,0.9576493122877374,2528.302416992188,1,5.212773879549304,10.157000064849854,1,1,1.0,1.2929777855498283,0.5,0.5,0.009883656702182275,0.0,0.0,0,0.009883656702182275,-1.0,0.5956000137329102,-0.5956000137329102,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-08,9.779999732971191,2594.3798828125,,0.6031537196810584,9.460519279564636,9.63692604402748,0.9816947060030442,2531.264013671875,1,-1.112240713174795,10.01200008392334,1,1,1.0,1.2810350696774344,0.5,0.5,-0.0434296298113141,0.0,0.0,0,-0.0434296298113141,-1.0,0.4911999893188477,-0.4911999893188477,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-09,10.5,2584.6201171875,,0.6041696651838319,11.189809109566292,11.483684222654311,0.9744093352455409,2533.8046142578123,1,7.361966121547847,9.932000064849854,1,1,1.0,1.4345032730956022,0.5,0.5,0.09139507985238404,0.0,0.0,0,0.09139507985238404,-1.0,0.62,-0.62,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-10,11.289999961853027,2582.300048828125,,0.6338802046330714,11.829343807341932,12.406120067079591,0.953508731447137,2536.0176171875,0,7.523809160505013,10.08100004196167,2,1,1.0,1.4031707150401722,0.5,0.5,0.02857665807850529,0.0,0.0,0,0.02857665807850529,-1.0,0.6515999984741211,-0.6515999984741211,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-13,11.5,2584.840087890625,,0.6823586406825044,12.060789418597688,11.84980627490343,1.0178047757743598,2538.18341796875,0,1.8600534885431896,10.18100004196167,3,1,1.0,1.374131249758489,0.5,0.5,0.009782690190816345,0.0,0.0,0,0.009782690190816345,-1.0,0.56,-0.56,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-14,11.59000015258789,2578.8701171875,,0.7350679657279928,11.37212585704834,12.108780330215591,0.9391636107784496,2540.603818359375,0,0.7826100225033938,10.32200002670288,2,1,1.0,1.3841688130791217,0.5,0.5,-0.028549688484214464,0.0,0.0,0,-0.028549688484214464,-1.0,0.5636000061035157,-0.5636000061035157,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-11-15,13.130000114440918,2564.6201171875,,0.945173155512707,12.93297183851474,13.342765150968988,0.9692872273612276,2542.585419921875,0,13.287316148215634,10.61500005722046,2,1,1.0,1.4527873991468074,0.5,0.5,0.06862595442078234,0.0,0.0,0,0.06862595442078234,-0.5,0.7252000045776367,-0.36260000228881833,,0.5,0.00075,2.9761904761904762e-05,,0.2,0.8,0.2,0.8,,
2017-11-16,11.760000228881836,2585.639892578125,,0.9716312711794968,12.698576644104197,12.956086000058669,0.980124448390254,2544.9962158203125,0,-10.434119372568007,10.798000049591064,2,2,1.0,1.393747777711408,0.5,0.5,-0.009061923173470043,0.0,0.0,0,-0.009061923173470043,-1.0,0.5704000091552734,-0.5704000091552734,,0.5,0.00075,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-17,11.43000030517578,2578.85009765625,,0.9714335568823904,11.838722712988666,12.167114148111892,0.9730099158168756,2547.344619140625,0,-2.8061217456067378,11.027000045776369,2,2,1.0,1.4233161829465872,0.5,0.5,-0.033856311428208385,0.0,0.0,0,-0.033856311428208385,-1.0,0.5572000122070312,-0.5572000122070312,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-20,10.649999618530272,2582.139892578125,,0.9684366199099368,11.458249986290072,11.790726292384932,0.9718018807450742,2549.22521484375,0,-6.824152806822803,11.152000045776369,2,2,1.0,1.363056561119487,0.5,0.5,-0.01606899392453731,0.0,0.0,0,-0.01606899392453731,-1.0,0.5259999847412109,-0.5259999847412109,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-21,9.729999542236328,2599.030029296875,,0.986702544948208,10.257658753189745,10.046028124751958,1.0210660995380212,2551.2762158203127,0,-8.638498678377493,11.135999965667724,3,2,1.0,1.4152475755309561,0.5,0.5,-0.05238981670572945,0.0,0.0,0,-0.05238981670572945,-1.0,0.4891999816894531,-0.4891999816894531,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-22,9.880000114440918,2597.080078125,,0.9908524190167758,10.400878178466744,11.161385992056717,0.9318626007441004,2553.2504150390623,0,1.5416297971388548,11.146000003814695,2,2,1.0,1.4095733567990327,0.5,0.5,0.006981097184211915,0.0,0.0,0,0.006981097184211915,-1.0,0.4952000045776367,-0.4952000045776367,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-24,9.670000076293944,2602.419921875,,0.9954521987459184,10.655641975467248,10.98770892441245,0.9697783267440389,2555.386411132813,0,-2.125506434357527,11.063000011444093,2,2,1.0,1.4124488306504834,0.5,0.5,0.012247225312567722,0.0,0.0,0,0.012247225312567722,-1.0,0.48680000305175775,-0.48680000305175775,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-27,9.869999885559082,2601.419921875,,0.9929907490497084,10.11847752717244,10.554932492121829,0.9586491940829412,2557.4102099609377,0,2.068250338026756,10.921000003814695,2,2,1.0,1.2531920451426355,0.5,0.5,-0.025205635171092255,0.0,0.0,0,-0.025205635171092255,-1.0,0.4947999954223633,-0.4947999954223633,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-28,10.029999732971191,2627.0400390625,,0.9985615229385422,10.576560134793125,11.17932187000913,0.9460824420099182,2559.8736083984377,1,1.6210724343189489,10.773999977111815,1,2,1.0,1.1287802745341156,0.5,0.5,0.022635945298615234,0.0,0.0,0,0.022635945298615234,-1.0,0.5011999893188477,-0.5011999893188477,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-29,10.699999809265137,2626.070068359375,,0.9971764690825032,10.933862174449358,10.955529302414748,0.9980222655275438,2562.26201171875,1,6.679961058139239,10.68499994277954,1,2,1.0,1.1332715249965124,0.5,0.5,0.01689122148896194,0.0,0.0,0,0.01689122148896194,-1.0,0.6279999923706054,-0.6279999923706054,,0.0,0.0,5.9523809523809524e-05,,0.3,0.7,0.3,0.7,,
2017-11-30,11.279999732971191,2647.580078125,,1.0090479308961984,11.498751632606474,11.98575575129524,0.9593680925263192,2565.0488134765624,1,5.420560131261243,10.499999904632569,1,1,1.0,1.146697132197914,0.5,0.5,0.025832109877750753,0.0,0.0,0,0.025832109877750753,-1.0,0.6511999893188476,-0.6511999893188476,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-01,11.43000030517578,2642.219970703125,,1.0156765384091189,11.703914228182674,11.974739327758517,0.9773836329824696,2567.8812109375,1,1.32979233825814,10.466999912261963,1,1,1.0,1.1474864322678824,0.5,0.5,0.008921081267397324,0.0,0.0,0,0.008921081267397324,-1.0,0.5572000122070312,-0.5572000122070312,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-04,11.68000030517578,2639.43994140625,,0.9773083215908608,12.207067175733847,12.827310423570813,0.951646664237794,2570.6256103515625,1,2.187226538277476,10.491999912261964,1,1,1.0,1.108522188462839,0.5,0.5,0.021495071552198985,0.0,0.0,0,0.021495071552198985,-1.0,0.5672000122070312,-0.5672000122070312,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-05,11.329999923706056,2629.570068359375,,0.9301523206155548,11.524125616689012,11.231681159084234,1.026037460773915,2573.2838134765625,1,-2.996578530178895,10.55999994277954,3,1,1.0,1.1343013617522286,0.5,0.5,-0.02797320393232694,0.0,0.0,0,-0.02797320393232694,-1.0,0.5531999969482423,-0.5531999969482423,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-06,11.020000457763672,2629.27001953125,,0.9022888808273763,12.096878497662248,12.430056562519734,0.9731957724261596,2575.932412109375,1,-2.7360941573685515,10.689000034332276,1,1,1.0,1.1431263356171455,0.5,0.5,0.02485016651258065,0.0,0.0,0,0.02485016651258065,-1.0,0.5408000183105469,-0.5408000183105469,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-07,10.15999984741211,2636.97998046875,,0.8809342793249434,10.204696203931752,10.329990893314516,0.9878707841394272,2578.5312109375,1,-7.803997954879261,10.717000007629396,1,1,1.0,1.243679449675451,0.5,0.5,-0.0782095271146257,0.0,0.0,0,-0.0782095271146257,-1.0,0.5063999938964844,-0.5063999938964844,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-08,9.579999923706056,2651.5,,0.9274441136528604,10.007564105440071,10.43746991379352,0.9588113008320808,2581.360009765625,1,-5.708660752133654,10.707999992370606,1,1,1.0,1.0570356606211533,0.5,0.5,-0.009658891090541633,0.0,0.0,0,-0.009658891090541633,-1.0,0.4831999969482422,-0.4831999969482422,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-11,9.34000015258789,2659.989990234375,,0.9834879845379852,9.653134615821408,10.083741910506513,0.957296874661534,2584.172607421875,1,-2.505216837468605,10.655000019073489,1,1,1.0,1.0375797521415127,0.5,0.5,-0.01770807990258072,0.0,0.0,0,-0.01770807990258072,-1.0,0.4736000061035156,-0.4736000061035156,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-12,9.920000076293944,2664.110107421875,,0.986737943525152,11.147489014656117,11.269625916649192,0.9891622931500648,2586.8724072265627,1,6.209849188764216,10.644000053405762,1,1,1.0,1.1857747760510169,0.5,0.5,0.07740254633896193,0.0,0.0,0,0.07740254633896193,-1.0,0.5968000030517577,-0.5968000030517577,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
2017-12-13,10.18000030517578,2662.85009765625,,0.9707202450123954,10.76927767817278,10.87870384926515,0.9899412491958074,2589.4378076171874,1,2.6209700290543703,10.592000102996826,1,1,1.0,1.1741028037443315,0.5,0.5,-0.016963969912241417,0.0,0.0,0,-0.016963969912241417,-1.0,0.5072000122070311,-0.5072000122070311,,0.0,0.0,5.9523809523809524e-05,,0.2,0.8,0.2,0.8,,
